english,hungarian
allows,lehetővé teszi
shotgun,vadászpuska
nigger,néger
cocktail,koktél
donkey,szamár
pointing,rámutatva
butler,komornyik
dizzy,szédül
methods,mód
reference,referencia
georgia,Grúzia
bully,verekedő
lydia,lydia
collapse,összeomlás
alfred,alfred
ana,ana
minimum,minimális
chairs,székek
hee,hé
patty,pogácsa
owes,tartozik
included,tartalmazza
carmen,carmen
civilization,civilizáció
prices,árakat
wealthy,gazdag
bart,bart
depression,depresszió
tide,árapály
rented,bérelt
bra,melltartó
lin,lin
fellows,fickók
rot,rothadás
password,jelszó
th,th
kirk,kirk
pedro,pedro
spill,bukás
cured,meggyógyult
naomi,naomi
hardest,legnehezebb
deceased,elhunyt
sleepy,álmos
static,statikus
hawaii,hawaii
almighty,mindenható
murray,murray
offers,ajánlatokat
bruno,bruno
phrase,kifejezés
disgrace,szégyen
sources,források
approval,jóváhagyás
turtles,teknősök
screech,sikoltás
snack,falatozás
collected,összegyűjtött
ding,ding
fur,szőrme
jewels,ékszereket
jan,jan
cheek,arcát
legally,legálisan
ditch,árok
benefits,előnyöket
roars,ordít
arnold,Arnold
dime,tízcentes
domestic,háztartási
chuckle,kuncogás
hack,csapkod
ransom,váltságdíj
chang,chang
bore,furat
muslim,muzulmán
loads,terhelések
waitress,pincérnő
nurses,nővérek
glenn,glenn
spite,dacára
rebel,lázadó
clearing,klíring
andre,andré
fortunate,szerencsés
survivors,túlélők
reply,válasz
disappoint,csalódást okozni
orbit,pálya
expose,kiteszik
gin,gin
austin,austin
toe,lábujj
sympathy,együttérzés
intel,intel
growth,növekedés
psychiatrist,pszichiáter
m.,m.
slams,összecsap
encounter,találkozás
daphne,daphne
passenger,utas
monkeys,majmok
accompany,kísérni
hats,kalapok
column,oszlop
sigh,sóhaj
pounding,dübörögve
economic,gazdasági
tales,meséket
theirs,övék
brat,kölyök
follows,következik
spreading,terjed
sister-in-law,sógornő
burt,burt
hilarious,vidám
hallway,folyosó
hamilton,hamilton
the-,a-
exclusive,kizárólagos
chimes,harangjáték
greet,köszönt
decades,évtizedekben
bowling,bowling
buttons,gombokat
confusion,zavar
thud,puffanás
hooker,kurva
ruining,tönkretesz
dreadful,szörnyű
collecting,gyűjtő
lions,nevezetességek
sheila,sheila
douglas,douglas
february,február
elvis,elvis
forty,negyven
sleeps,alszik
sung,énekelte
brass,sárgaréz
shrink,összezsugorodik
zack,zack
whimpers,nyöszörög
sworn,hites
email,email
proven,igazolt
tasty,ízletes
covers,borítók
sandwiches,szendvicsek
rarely,ritkán
wyatt,wyatt
programme,program
irene,irene
dee,dee
contacted,felvette a kapcsolatot
chemistry,kémia
assured,biztosított
applied,alkalmazott
elected,megválasztott
subjects,tantárgyak
lust,vágy
label,címke
shakespeare,Shakespeare
tan,cserszínű
ego,ego
forgiven,megbocsátott
phoenix,főnix
companion,társ
lottery,lottó
worm,féreg
publicity,nyilvánosság
butterfly,pillangó
dialogue,párbeszéd
cal,cal
nd,nd
tremendous,óriási
pervert,perverz
establish,megállapítani
dearest,legkedvesebb
intimate,meghitt
eager,mohó
se,se
cathy,Cathy
atlantic,atlanti
contains,tartalmaz
thompson,thompson
shirley,shirley
bets,fogadások
inhales,belélegzi
presentation,előadás
allergic,allergiás
den,den
wells,kutak
spoiled,elrontott
chen,chen
accomplished,teljesítve
repay,visszafizetni
politicians,politikusok
logic,logika
gratitude,hála
afghanistan,Afganisztán
exception,kivétel
ultimately,végül
pablo,pablo
compromise,kiegyezés
majority,többség
journal,folyóirat
signals,jeleket
bent,hajlott
dock,dokk
meg,meg
essential,alapvető
campbell,campbell
climate,éghajlat
experiments,kísérletek
ink,tinta
magazines,folyóiratok
rivers,folyók
teresa,teresa
administration,adminisztráció
passionate,szenvedélyes
precise,pontos
lawn,gyep
via,keresztül
jeans,farmer
murmuring,mormogva
resort,üdülőhely
announced,bejelentette
buddha,Buddha
fries,krumpli
capacity,kapacitás
lena,lena
opponent,ellenfél
chains,láncok
minus,mínusz
caitlyn,Caitlyn
apples,alma
angie,angie
seattle,seattle
aww,óóó!
instrument,eszköz
healing,gyógyító
convention,konvenció
messenger,hírnök
explore,fedezze fel
sonia,sonia
versus,kontra
survivor,túlélő
ruled,uralkodott
boyd,fiú
clarence,Clarence
madison,madison
cough,köhögés
experts,szakértők
disguise,álcázni
archer,íjász
bicycle,kerékpár
noises,zajok
inviting,hívogató
pregnancy,terhesség
declared,jelentette ki
yi,yi
vicky,Vicky
drums,dobok
wooden,fa
innocence,ártatlanság
mouths,szájak
bees,méhek
creaking,csikorgó
cloth,szövet
sasha,sasha
unh,unh
skies,égbolt
painter,festő
allies,szövetségesei
miguel,miguel
pond,tavacska
runway,kifutópálya
robbie,robbie
assist,segít
lana,lana
presented,bemutatott
mona,mona
sickness,betegség
civilian,polgári
fighters,harcosok
facebook,facebook
customs,vám
florence,Firenze
remembers,emlékszik
sharks,cápák
juliet,juliet
shrimp,garnélarák
tore,szakadt
seventh,hetedik
ou,ou
avoiding,elkerülve
dawson,Dawson
isaac,isaac
rolled,gurult
championship,bajnokság
household,háztartás
float,úszó
chad,Csád
ballet,balett
cracking,reccsenés
raj,raj
possessed,megszállott
harmless,ártalmatlan
curiosity,kíváncsiság
vicious,gonosz
officials,tisztviselők
glove,kesztyű
nearest,legközelebbi
manny,manny
begged,könyörgött
que,que
withdraw,visszavonulni
shocking,megdöbbentő
guessed,sejtette
nightmares,rémálmok
greedy,kapzsi
forehead,homlok
corps,hadtest
pirates,kalózok
rudy,pirospozsgás
reservation,foglalás
hunters,vadászok
fog,köd
flu,influenza
good-looking,jó megjelenésű
hint,célzás
peanut,földimogyoró
stark,erős
gamble,szerencsejáték
erin,erin
autumn,őszi
bracelet,karkötő
contain,tartalmaz
arrogant,arrogáns
simpson,simpson
piper,dudás
knocks,kopogtat
sperm,sperma
gesture,gesztus
materials,anyagokat
lindsay,lindsay
alexis,Alexis
ticking,ketyeg
standards,szabványoknak
ribs,borda
receipt,nyugta
regards,üdvözlettel
whatsoever,bármit
homeland,haza
leap,ugrás
targets,célpontok
snoring,horkolás
damon,damon
leaf,levél növényen
jar,korsó
brooke,patak
proposed,javasolta
savage,vad
caring,gondoskodó
ivy,borostyán
approximately,hozzávetőlegesen
d.,d.
kidnap,elrabolni
carries,hordoz
bounce,ugrál
creek,patak
pony,póniló
cleaner,tisztító
businessman,üzletember
ha-ha,Haha
lunatic,őrült
unlikely,valószínűtlen
gal,gal
situations,helyzetekben
colony,kolónia
sells,eladja
choi,choi
chambers,kamrák
volume,kötet
sweets,édesség
panties,bugyi
respects,tiszteletben tartja
reads,olvas
seeds,magvak
engage,vegyenek részt
explosives,robbanóanyagok
stewart,stewart
violet,ibolya
mutual,kölcsönös
lighting,világítás
scores,pontszámokat
lenny,lenny
savings,megtakarítás
beware,óvakodik
stephanie,stephanie
educated,művelt
complaints,panaszok
cassie,cassie
doomed,kudarcra ítélt
offensive,támadó
harvest,aratás
qualified,képzett
relaxed,nyugodt
cape,köpeny
buffalo,bivaly
triple,hármas
fireworks,tűzijáték
palmer,zarándok
armor,páncél
poverty,szegénység
leadership,vezetés
rode,lovagolt
ambition,ambíció
cakes,sütemények
trousers,nadrág
bean,bab
melt,olvad
racist,rasszista
bam,bam
ankle,boka
occupied,megszállt
nicer,szebb
correctly,helyesen
terrifying,félelmetes
hugh,hugh
gasp,zihál
villain,gazember
willy,Willy
marc,márc
draft,tervezet
factor,tényező
whew,tyűha
countess,grófnő
portrait,portré
suggests,javasolja
font,betűtípus
blair,blair
learnt,tanult
pencil,ceruza
coordinates,koordináták
collapsed,összeesett
reserve,tartalék
jeffrey,Jeffrey
shirts,ingek
umbrella,esernyő
stevie,Stevie
ta,ta
traveled,utazott
auto,auto
logical,logikus
chew,rágás
eliminate,megszüntetni
beverly,beverly
carbon,szén
cancelled,törölve
crawling,csúszó
stepping,lépegetni
independence,függetlenség
medium,közepes
canceled,törölve
tess,tess
fanny,fanny
seated,ülve
upbeat,derűs
asian,ázsiai
drowning,fulladás
messy,rendetlen
quest,küldetés
represents,képviseli
fletcher,fletcher
memorial,emlékmű
doyle,doyle
stressed,hangsúlyozta
bearing,hordozó
watches,órákat
spoon,kanál
cooperation,együttműködés
tucker,kimerít
earthquake,földrengés
sailing,vitorlázás
involve,bevonni
houston,houston
asia,Ázsia
spectacular,látványos
reliable,megbízható
it-,azt-
breach,megsértése
sophisticated,kifinomult
echo,visszhang
indicate,jelezze
swamp,eláraszt
vehicles,járművek
manual,kézikönyv
elegant,elegáns
compound,összetett
serves,szolgál
scares,megijeszti
rattling,zörgő
pursue,üldözni
dreamt,álmodott
stefan,Stefan
revolutionary,forradalmi
wa,wa
rig,rig
convincing,meggyőző
fiona,fiona
tribal,törzsi
cleveland,cleveland
lex,lex
depth,mélység
blaming,hibáztatva
aids,AIDS
elaine,elaine
wakes,felébred
occur,előfordulnak
st,st
camping,kemping
fart,fing
stamp,bélyeg
kathy,kathy
assassin,orgyilkos
approved,jóváhagyott
crucial,kritikus
annual,évi
torch,fáklya
dallas,Dallas
fulfill,teljesíteni
bon,bon
resting,pihenő
reunion,újraegyesülés
witnessed,tanúja volt
graduated,végzett
sub,alatti
howling,ordító
clyde,clyde
hospitals,kórházak
stall,istálló
legacy,örökség
otto,ottó
riot,lázadás
shops,üzletek
whereabouts,hol
teenager,tizenéves
samuel,Sámuel
squealing,csikorogva
mines,bányák
danced,táncolt
crowded,zsúfolt
orleans,Orleans
literature,irodalom
rd,rd
morgue,hullaház
strongest,legerősebb
agnes,Ágnes
transmission,terjedés
th,th
panel,panel
sole,egyetlen
sequence,sorrend
sexually,szexuálisan
o.k.,Rendben.
georgie,Georgie
hugo,hugo
denny,denny
smack,csettint
congratulate,gratulál
anxiety,szorongás
choking,fulladás
tolerate,elviselni
mode,mód
communications,kommunikáció
welfare,jólét
dice,dobókocka
orphan,árva
locks,zárak
settlement,település
advertising,hirdető
uniforms,egyenruhák
mcgee,mcgee
devoted,odaadó
shoots,lő
principles,elveket
circuit,áramkör
nickname,becenév
dot,pont
elderman,vénember
scenario,forgatókönyv
choir,kórus
stunt,mutatvány
smoked,füstölt
isolated,elszigetelt
equally,egyaránt
statements,nyilatkozatok
gil,gil
shaw,shaw
lipstick,ajakrúzs
courtesy,udvariasság
hobby,hobbi
hesitate,habozzon
hatch,nyílás
luis,luis
sylvia,Sylvia
phoned,telefonált
experiences,tapasztalatokat
popped,felpattant
quid,quid
fragile,törékeny
husbands,férjek
fiction,fikció
persuade,meggyőzni
pastor,lelkész
dolls,babák
pose,póz
ji,ji
ming,ming
rupees,rúpia
tricked,becsapott
ruins,romok
sadly,szomorúan
owed,tartozott
importantly,fontos
louie,louie
industrial,ipari
musician,zenész
labour,munkaerő
evolution,evolúció
salute,köszönt
ba,ba
cent,cent
bartender,csapos
calendar,naptár
hal,hal
miracles,csodákat
balcony,erkély
horny,kemény
regard,tekintettel
valerie,valerie
fold,hajtogatni
organs,szervek
nigel,nigel
theo,theo
einstein,Einstein
boris,boris
suitable,alkalmas
inaudible,nem hallható
son-in-law,veje
melody,dallam
phillip,philip
movements,mozgások
differences,különbségek
barbecue,barbecue
trading,kereskedés
strongly,erősen
fluid,folyadék
scholarship,ösztöndíj
translation,fordítás
cricket,krikett
shuttle,transzfer
moans,nyögi
quicker,gyorsabban
picks,csákányok
murderers,gyilkosok
videos,videókat
initial,kezdeti
perimeter,kerülete
questioned,megkérdőjelezték
yea,igen
cousins,unokatestvérek
divided,megosztott
linked,linkelve
laboratory,laboratórium
but,de
crab,Rák
pulls,húzza
landlord,földesúr
reggie,reggie
hostile,ellenséges
classified,minősített
cultural,kulturális
measures,intézkedéseket
update,frissítés
cottage,kunyhó
backyard,udvar
amateur,amatőr
chopper,chopper
rash,kiütés
despair,kétségbeesés
honorable,tiszteletreméltó
shiny,fényes
hawk,sólyom
shorts,rövidnadrág
ni,ni
representative,reprezentatív
wong,wong
pouring,öntés
distress,szorongás
tanner,tímár
telegram,távirat
pimp,strici
dip,mártogatós
trophy,trófea
marilyn,marilyn
hallelujah,Alleluja
neal,neal
es,es
howdy,sziasztok
misses,hiányzik
flush,flush
magician,bűvész
dynamite,dinamit
cuba,Kuba
conquer,meghódítani
unpleasant,kellemetlen
jealousy,féltékenység
regrets,sajnálja
lifted,felemelték
increased,megnövekedett
toxic,mérgező
broadway,Broadway
sakes,kedvéért
pudding,puding
rally,gyűlés
needing,szüksége
bloom,virágzás
corporation,vállalat
buys,vásárol
disorder,zavar
interrupting,megszakítva
sadness,szomorúság
needn,needn
cease,megszűnik
barnes,barnes
scoundrel,gazember
sensible,érzékeny
evans,evans
specialist,szakember
dragging,vonszolása
bribe,megvesztegetni
burke,burke
bothers,zavar
interrogation,kihallgatás
prescription,recept
referring,utalva
knives,kések
graduation,érettségi
t-shirt,póló
liking,szeretet
bubbles,buborékok
grid,rács
haircut,hajvágás
regardless,tekintet nélkül
lodge,páholy
poisoning,mérgezés
feathers,tollak
edgar,Edgar
software,szoftver
marina,kikötő
sophia,Sophia
queens,királynők
oak,tölgy
trips,kirándulások
scaring,ijesztgetés
avery,avery
awhile,egy ideig
sofa,pamlag
conscious,tudatos
swords,kardok
instincts,ösztönök
deliberately,szándékosan
starve,éhezni
j.,j.
venus,Vénusz
olive,olajbogyó
maniac,mániás
psychological,pszichológiai
robinson,robinson
soo,so
belle,szépség
landscape,táj
straw,szalma
dam,gát
mandy,mandy
sayin,mondván
accuse,vádol
is-,van-
rehab,rehab
switzerland,Svájc
agenda,napirend
glue,ragasztó
salesman,eladó
diner,étkező
projects,projektek
floors,emeletek
mainly,főként
biological,biológiai
sincere,őszinte
weigh,mérlegelni
pad,párna
swiss,svájci
cue,dákó
witches,boszorkányok
opposed,ellentétes
brand-new,vadonatúj
tourists,turisták
sneaking,alattomos
harvard,Harvard
spying,kémkedés
sketch,vázlat
parliament,parlament
behold,íme
blamed,hibáztatták
topic,téma
offices,irodák
sacrificed,feláldozott
loop,hurok
drivers,járművezetők
battles,csaták
blond,szőke
plead,könyörögni
races,versenyeken
tanya,tanya
salmon,lazac
bizarre,bizarr
rico,rico
isabel,izabel
wig,paróka
reaches,eléri
heights,magasságok
i-i-i,i-i-i
possibilities,lehetőségeket
wax,viasz
travels,utazik
confidential,bizalmas
pursuit,törekvés
herd,csorda
scissors,olló
cd,CD
spies,kémek
exams,vizsgák
invention,találmány
explaining,magyarázva
replacement,csere
bombing,bombázás
erik,erik
springs,rugók
chelsea,chelsea
sabrina,sabrina
kicks,rúgások
integrity,integritását
dash,gondolatjel
jae,jae
senate,szenátus
mentally,szellemileg
flee,menekül
gangster,gengszter
beautifully,szépen
roberts,Roberts
slim,vékony
choosing,választva
promising,biztató
objective,célkitűzés
joyce,Joyce
altogether,teljesen
attract,vonz
ernie,ernie
melanie,melanie
prep,prep
neighbours,szomszédok
nailed,szögezték
briefcase,aktatáska
buzzer,berregő
quitting,kilépés
puppet,báb
restore,visszaállítani
dozens,több tucat
betting,fogadás
pancakes,palacsintát
corridor,folyosó
embarrass,zavarba hozni
visits,látogatások
database,adatbázis
cheryl,cheryl
achieved,elérte
sucking,szopás
encourage,ösztönözni
grades,évfolyamok
gps,gps
barks,ugat
patterns,minták
relevant,lényeges
mafia,maffia
hudson,Hudson
expense,költség
intact,ép
occasionally,néha
kiddo,kölyök
heartbeat,szívverés
identical,azonos
cigar,szivar
billions,milliárdokat
alec,alec
gained,szerzett
venice,velence
classical,klasszikus
noodles,tészta
consistent,következetes
clip,csipesz
resign,lemond
insects,rovarok
failing,hiányában
organic,szerves
seize,megragadni
charging,töltés
mug,bögre
iris,írisz
crow,varjú
ella,ella
fountain,szökőkút
observation,megfigyelés
abortion,abortusz
railroad,vasút
straighten,kiegyenesedik
legitimate,jogos
sting,fullánk
youngest,legfiatalabb
fork,villa
du,du
flynn,flynn
ciao,ciao
coroner,halottkém
jonas,jonas
marching,menetelés
touches,érinti
jade,jáde
feared,félt
griffin,griffmadár
expedition,expedíció
forcing,kényszerítve
neighbour,szomszéd
digital,digitális
deeds,tettek
milan,Milánó
bernie,bernie
a-,a-
attic,padlás
jr,ifj
whores,kurvák
sentimental,szentimentális
cooler,hűvösebb
eun,eun
bert,bert
feds,táplálja
reese,reese
plea,kifogás
polly,polly
metres,méter
harmony,összhang
difficulty,nehézség
bands,zenekarok
dried,szárított
aunty,néni
maker,készítő
randall,randall
supporting,támogató
brake,fék
girlfriends,barátnők
features,jellemzői
photography,fényképezés
vengeance,bosszú
inappropriate,nem megfelelő
vacuum,vákuum
throws,dobások
kane,kane
residents,lakosok
endure,elviselni
substance,anyag
corrupt,korrupt
potter,fazekas
investigator,nyomozó
thread,szál
it,azt
priests,papok
gap,rés
whining,nyafogva
scarf,sál
institution,intézmény
immortal,halhatatlan
marsh,mocsár
chapel,kápolna
desperately,kétségbeesetten
accidents,balesetek
alcoholic,alkoholos
fabric,szövet
nazis,nácik
railway,vasúti
sal,sal
dame,hölgy
rebels,lázadók
custom,szokás
pension,nyugdíj
cans,konzervdobozok
possess,birtokolni
kira,kira
poster,poszter
developing,fejlődő
addict,függő
feature,jellemzője
cope,megbirkózni
lords,urak
delightful,elragadó
wrestling,birkózás
c.,c.
rio,rio
reduce,csökkenteni
rescued,megmentették
peg,szeg
mercedes,Mercedes
guaranteed,garantált
emotionally,érzelmileg
poland,Lengyelország
accountant,könyvelő
theories,elméletek
me-,nekem-
tumor,tumor
automatic,automatikus
amusing,szórakoztató
unnecessary,szükségtelen
higgins,higgins
voting,szavazás
buster,buster
stadium,stadion
visible,látható
easter,húsvéti
jeep,dzsip
dj,dj
les,les
garcia,garcia
tracked,lánctalpas
ignorant,tudatlan
pledge,fogadalom
deserted,elhagyatott
esther,észter
rum,rum
fisher,halász
wheelchair,tolószék
salvation,megváltás
lester,lester
wonders,csodák
clattering,csattogás
don`t,ne
maintenance,karbantartás
tobacco,dohány
underwater,víz alatt
divide,oszt
slightest,a legkisebb
discount,kedvezmény
yoga,jóga
vagina,hüvely
rushing,rohanó
modest,szerény
make-up,smink
wes,wes
reduced,csökkent
t.,t.
whisper,suttogás
pressing,megnyomva
tops,felsők
variety,fajta
ignored,figyelmen kívül hagyva
helena,Helena
writers,írók
grain,gabona
essentially,lényegében
archie,archie
ofthe,a
individuals,magánszemélyek
meredith,meredith
gavin,gavin
subtle,apró
interviews,interjúk
pinky,rózsaszínű
cord,zsinór
sites,oldalak
brennan,Brennan
maddie,Maddie
vienna,Bécs
issued,kiadták
lasted,tartott
explosive,robbanó
origin,származás
unto,hozzá
rogue,gazember
x-ray,röntgen
superintendent,felügyelő
cody,cody
jacques,jacques
ol,ol
challenges,kihívásokat
corruption,korrupció
sullivan,sullivan
shutter,redőny
erase,törölni
ski,sí
forensics,kriminalisztika
flavor,aroma
fastest,leggyorsabb
joon,joon
vet,állatorvos
civilians,civilek
lobster,homár
housing,ház
canal,csatorna
robots,robotok
shade,árnyék
ambitious,ambiciózus
orchestra,zenekar
succeeded,sikerült
guidance,útmutatást
hence,ezért
bella,bella
seoul,Szöul
jose,jose
inevitable,elkerülhetetlen
tick,pipa
rival,versenytárs
refuses,megtagadja
fiancé,vőlegény
purchase,vásárlás
wander,vándorol
ireland,Írország
hanna,hanna
hanged,felakasztották
napoleon,Napóleon
elite,elit
craft,hajó
cult,kultusz
whisky,whisky
profits,nyereséget
shelf,polc
kai,kai
allowing,lehetővé téve
chart,diagram
accusing,vádló
buzzes,zúg
weekends,hétvégéken
humiliated,megalázott
fiancée,menyasszony
hissing,sziszegő
treats,kezeli
granddaughter,unokája
serena,szeréna
submit,benyújtani
supervisor,felügyelő
sniffing,szippantás
resident,lakos
tearing,könnyezés
obliged,köteles
opportunities,lehetőségeket
knights,lovagok
hangs,lóg
jerusalem,Jeruzsálem
stew,pörkölt
counted,megszámolta
instruments,hangszerek
triumph,diadal
nun,apáca
frequency,frekvencia
resume,önéletrajz
marines,tengerészgyalogság
distract,elvonja a figyelmet
satisfaction,elégedettség
historical,történelmi
creates,létrehozza
costumes,jelmezek
swedish,svéd
lizzie,lizzie
depending,attól függően
sour,savanyú
spark,szikra
freely,szabadon
scotty,scotty
freaks,korcsok
d.a.,d.a.
shan,shan
globe,földgolyó
peak,csúcs
sentenced,elítélték
fierce,vad
scam,átverés
hollow,üreges
anton,anton
hoo,hoo
concentration,koncentráció
presume,feltételezni
invest,befektetni
eleanor,eleanor
radical,radikális
protective,védő
smiles,mosolyog
stunning,lenyűgöző
frustrated,frusztrált
suspenseful,izgató
breed,fajta
adore,rajong
controlling,irányító
reagan,reagan
pasta,tészta
precinct,körzet
swallowed,lenyelte
execute,végrehajtani
th,th
towels,törölközők
architect,építészmérnök
delta,delta
honks,dudál
whoo-hoo,hú-hú
preserve,megőrizni
dose,dózis
stove,tűzhely
codes,kódokat
instantly,azonnal
bugger,gazember
vivian,vivian
yoon,yoon
doo,doo
haul,húzás
orphanage,árvaház
bolt,csavar
autograph,autogram
sharply,élesen
habits,szokások
villagers,falusiak
cracks,repedések
dwight,dwight
omar,omar
assembly,összeszerelés
meds,gyógyszerek
marge,margarin
magnetic,mágneses
romans,rómaiak
joshua,Joshua
sorted,rendezve
assets,eszközöket
insulted,megsértődött
outstanding,kiemelkedő
essence,esszencia
wardrobe,gardrób
ling,ling
nam,nam
benson,benson
restaurants,éttermek
disco,disco
flirting,flörtölni
abilities,képességeit
dolly,babácska
handful,maréknyi
mice,egerek
pumpkin,tök
bennett,bennett
sweating,izzadó
anchor,horgony
thankful,hálás
interior,belső
moore,Moore
urge,késztetést
surrounding,környező
strain,törzs
curtains,függönyök
gypsy,cigány
tomato,paradicsom
blanche,blanche
bonds,kötvények
compassion,együttérzés
greece,Görögország
ceo,vezérigazgató
arabic,arab
examination,vizsgálat
participate,részt vesz
veins,vénák
cups,csészéket
additional,további
sofia,szófia
obsession,megszállottság
responsibilities,felelősségeket
ridge,gerinc
intent,szándék
axe,fejsze
reckless,vakmerő
missiles,rakéták
razor,borotva
corners,sarkok
frightening,ijesztő
rains,esők
mutant,mutáns
wally,falos
whereas,mivel
heavenly,mennyei
promoted,előléptették
dang,dang
maiden,lány
comments,megjegyzéseket
batteries,akkumulátorok
bark,ugat
seas,tengerek
congressman,kongresszusi képviselő
canyon,kanyon
casual,alkalmi
rack,állvány
expectations,várakozások
flowing,folyó
adjust,állítsa be
decade,évtized
pine,fenyő
tails,frakk
baxter,baxter
wires,vezetékek
pigeon,galamb
finance,pénzügy
respectable,tiszteletreméltó
demonstration,demonstráció
prank,csíny
appointed,kijelölt
treason,árulás
views,nézetek
violin,hegedű
stir,keverjük meg
lifestyle,életmód
realm,birodalom
monty,monty
roosevelt,roosevelt
missy,kisasszony
fitting,felszerelés
señor,señor
tuna,tonhal
tuck,tuck
inspection,ellenőrzés
nursing,gondozás
jared,jared
poop,tat
cardinal,bíboros
altar,oltár
herman,herman
carlo,carlo
tourist,turista
conviction,meggyőződés
jelly,zselé
thrill,izgalom
lounge,társalgó
cha,cha
zip,zip
hogan,indián kunyhó
dimension,dimenzió
choke,fojtás
backing,alátámasztás
pains,fájdalmak
bodyguard,testőr
rug,szőnyeg
jaw,állkapocs
ants,hangyák
popcorn,pattogatott kukorica
courtroom,tárgyalóterem
reynolds,reynolds
pointless,értelmetlen
documentary,dokumentumfilm
donor,donor
mortgage,jelzálog
tunnels,alagutak
enforcement,végrehajtás
demanding,igényes
cocks,kakasok
eliminated,megszüntették
agh,agh
rapidly,gyorsan
refer,utal
shipment,szállítmány
tasted,megkóstolta
fails,nem sikerül
michel,Michel
rushed,rohant
ordering,rendelés
efficient,hatékony
outrageous,felháborító
gracious,kegyes
slaughter,levágás
marijuana,marihuána
monroe,monroe
pipes,csövek
backed,háttal ellátott
vest,mellény
approached,közeledett
mechanic,szerelő
mumbai,Mumbai
arizona,arizona
legendary,legendás
delayed,késleltetett
resolve,elhatározás
relation,kapcsolat
amelia,amelia
mechanical,mechanikai
fare,viteldíj
karma,karma
jefferson,Jefferson
chorus,kórus
nana,naná
extend,kiterjeszteni
info,info
saddle,nyereg
pretended,tettetett
equals,egyenlő
motherfuckers,anyáskodók
artificial,mesterséges
accomplish,megvalósítani
burial,temetés
lynn,lynn
detention,fogva tartás
vow,fogadalom
bake,süt
breakdown,bontás
dvd,DVD
delhi,Delhi
selected,kiválasztott
lightly,könnyen
em,em
dealers,kereskedők
e.,e.
layer,réteg
gown,ruha
courtney,udvarhölgy
incoming,bejövő
reid,reid
countryside,vidéki táj
cheaper,olcsóbb
smelled,szagolt
devon,Devon
ducks,kacsák
lethal,halálos
swan,hattyú
attending,részt vesz
moonlight,holdfény
ropes,kötelek
dispatch,feladás
notebook,jegyzetfüzet
punched,lyukasztott
identification,azonosítás
contracts,szerződéseket
scattered,elszórt
trusting,bizakodó
susie,susie
prayed,imádkozott
volunteers,önkéntesek
remembering,emlékezve
adopt,örökbe fogadni
calvin,kálvin
worms,férgek
consideration,megfontolás
bandits,banditák
moses,Mózes
zombies,zombik
lionel,lionel
non,nem
transplant,transzplantáció
crackling,recsegve
loneliness,magányosság
frasier,frasier
epic,epikus
gladly,örömmel
marcel,hajsütés
mon,mon
frost,fagy
registration,bejegyzés
prophet,próféta
launched,elindított
constitution,alkotmány
roland,roland
claude,claude
sock,zokni
dragons,sárkányok
buyer,vevő
regulations,előírások
mimi,mimi
volcano,vulkán
accomplice,bűnrészes
bounty,jutalom
hotels,szállodák
favors,szívességet
opinions,vélemények
pressed,sajtolt
asylum,menedékjog
blunt,tompa
duel,párbaj
niles,niles
consult,konzultáljon
nevertheless,azonban
carnival,karnevál
au,au
baba,baba
hah,hah
paths,utak
rides,lovagol
tray,tálca
cynthia,Cynthia
te,te
handcuffs,bilincs
shannon,shannon
barrier,akadály
supposedly,állítólag
faggot,köcsög
hunch,púp
disposal,ártalmatlanítása
yacht,jacht
stain,folt
thoughtful,figyelmes
healed,gyógyult
thinkin,gondolkodik
syndrome,szindróma
hairy,szőrös
kansas,kansas
happiest,legboldogabb
entertain,szórakoztatni
y-you,y-te
ambush,csapda
recommended,ajánlott
childish,gyerekes
meter,méter
gilbert,Gilbert
lease,bérlet
climbed,felmászott
nadia,nadia
unstable,instabil
exploded,felrobbant
apollo,Apollo
rogers,rogers
politician,politikus
rs,rs
awaits,várja
abraham,Ábrahám
evelyn,evelyn
particles,részecskék
violation,megsértése
lined,bélelt
amazed,csodálkozva
lure,csalogatni
lyrics,dalszöveg
pod,hüvely
fran,fran
universal,egyetemes
d.c.,d.c.
hulk,Hulk
drunken,ittas
hyah,hyah
continuing,folytatva
goals,célokat
warming,melegítés
dc,dc
chemicals,vegyszerek
owl,bagoly
xena,xena
compromised,veszélyeztetett
grounded,földelt
cane,nád
avenge,megbosszul
dexter,dexter
phantom,fantom
notion,fogalom
directors,rendezők
tease,kötekedik
forensic,törvényszéki
doe,dámvadtehén
outcome,eredmény
slam,slam
shattered,összetörve
cheque,ellenőrzés
baked,sült
sought,keresett
racket,ütő
hammond,hammond
rider,lovas
exotic,egzotikus
cory,Cory
extent,mértéke
eighth,nyolcadik
stack,verem
wheat,búza
shipping,szállítás
satisfy,kielégíteni
kara,kara
departure,indulás
finch,pinty
blocking,blokkolása
regiment,ezred
kin,rokon
klaus,klaus
surf,hullámtörés
kilometers,kilométerre
rises,emelkedik
frighten,megijeszteni
abused,bántalmazták
gerald,gerald
colours,színek
hath,hath
marvin,marvin
texts,szövegek
spaghetti,spagetti
chester,chester
bosses,főnökeik
elephants,elefántok
snarling,vicsorogva
contained,tartalmazott
laurie,laurie
arab,arab
bumped,megütközött
chili,chili
yah,igen
sustained,fenntartva
abducted,elrabolták
panicked,pánikba esett
shallow,sekély
diving,búvárkodás
artie,artie
harriet,harriet
generator,generátor
federation,szövetség
mulder,mulder
