german,hungarian
gemüse,zöldségek
schläger,denevér
frisst,eszik
bewundere,csodál
geschieden,elvált
assistentin,helyettes
wettbewerb,verseny
lebten,élt
sieger,győztes
verfassung,alkotmány
küsst,csókok
fußball,futball
geschnitten,vágott
master,fő-
quietschen,vinnyog
füttern,takarmány
gürtel,öv
unschuldigen,ártatlan
menschlich,emberi
eigenartig,különös
oje,ó kedves
hanna,Hanna
kabel,kábel
duke,Herceg
franz,francia
zahn,fog
landet,földeket
kisten,dobozok
liegst,hazugság
mona,mona
krankenstation,kórházi osztály
leine,póráz
beschreibung,leírás
ausmacht,alkot
beschädigt,sérült
grundstück,ingatlan
steckte,megragadt
bahn,vonat
turm,torony
mine,enyém
sauerstoff,oxigén
nö,dehogy
angesichts,adott
ll,ll
versager,hiba
deinetwegen,miattad
vic,vic
angeklagt,vádlott
aufhört,megáll
baden,fürdik
knacken,repedés
verbindungen,kapcsolatokat
panzer,tartály
marcel,Hajsütés
bach,Bach
leiser,csendesebb
stimmengewirr,hangok csobogása
zerstörung,megsemmisítés
stirn,homlok
finn,finn
sanft,puha
kloster,kolostor
charmant,bájos
aufbauen,felépíteni
thanksgiving,hálaadás
anlass,alkalom
zähle,gróf
verlieben,beleszeret
atmosphäre,légkör
ronnie,ronnie
samantha,samantha
leber,máj
jener,azt az egyet
begegnen,találkozás
dämlich,hülye
krawatte,nyakkendő
juan,Juan
tarnung,álcázás
kanada,Kanada
alpha,alfa
baker,pék
tabletten,tabletták
faust,ököl
auftreten,megjelenik
monroe,monroe
blatt,lap
gelöscht,törölve
dschungel,dzsungel
alison,Alison
niedlich,csinos
c.,c.
klage,öltöny
wolltet,akarta
jonas,jonas
akt,cselekedni
schießerei,lövöldözés
anwältin,ügyvéd
überleg,fontolja meg
frisur,frizura
spruch,mondás
jene,azok
moral,erkölcsi
angelegenheiten,számít
dokumente,dokumentumokat
fröhlich,vidám
spezies,faj
oktober,október
schachtel,doboz
opfers,áldozat
noten,évfolyamok
ellie,ellie
irgendwohin,valahol
nora,nora
brunnen,tavaszi
toby,toby
sandy,Homokos
lampe,lámpa
craig,craig
jagt,vadászik
eigentum,ingatlan
diebstahl,lopás
spenden,adományoz
betrieb,művelet
gemeinsame,közös
absurd,abszurd
gegensatz,kontraszt
frühling,tavaszi
dünn,vékony
ausland,külföldön
schultern,váll
entwicklung,fejlesztés
vergehen,elmúlik
ahnen,találgatás
verbessern,javítani
herzog,herceg
diskussion,vita
gehalt,fizetés
lemon,citrom
freak,szörnyszülött
glocke,harang
forschung,kutatás
geradeaus,egyenesen előre
fette,zsírok
iris,írisz
rechnungen,számlákat
kasse,pénztár
tödlich,halálos
tieren,állatokat
ian,ian
oberfläche,felület
gitarre,gitár
bedienen,szolgál
jan,jan
zwang,kötelezettség
marsh,Mocsár
politiker,politikus
bären,medvék
vereint,egyesült
irgendeiner,bárki
subcentral.de,subcentral.de
ward,osztályon
besuche,látogatások
schreckliches,szörnyű
schoss,körben
collins,collins
werkzeug,eszköz
kranken,beteg
neffe,unokaöcs
sue,perelni
dauerte,tartott
brooklyn,Brooklyn
lebenden,élő
bevölkerung,lakosság
hergebracht,idehozták
just,éppen
durchziehen,meggyógyul
gepackt,csomagolt
service,szolgáltatás
furchtbare,szörnyű
liebster,legkedvesebb
flieger,pilóta
vorschriften,előírások
beherrschen,parancs
guy,fickó
detail,részlet
ausgewählt,kiválasztott
herunter,le-
schriftsteller,író
wärt,lenne
kümmer,gondoskodás
andererseits,másrészt
bay,öböl
gene,gén
shuttle,transzfer
üblich,szokásos
entführen,elrabolni
ike,ike
jury,zsűri
box,doboz
ausgedacht,elképzelte
freddy,freddy
partys,felek
rausgefunden,megtudta
plant,terveket
feige,gyáván
gesungen,énekelte
möbel,bútor
bewährung,feltételes szabadságra bocsátás
schieße,lő
umgeben,körülvett
berater,tanácsadója
e-mail,email
bailey,Bailey
zoo,állatkert
gedicht,vers
lorelai,lorelai
bellt,ugat
vorschlagen,javasolja
genießt,élvezi
baseball,baseball
locken,csalogatni
ooh,óóó
trennung,elválasztás
lautsprecher,hangszórók
ticket,jegy
umwerfend,lenyűgöző
kanzlei,cég
wahres,igaz
zufolge,szerint
come,jön
hebt,liftek
anschlag,Stop
timing,időzítés
kid,kölyök
tucker,pöfög
befehlen,parancs
etage,emelet
dazwischen,között
jules,jules
heisst,hívják
objekt,objektum
bedaure,sajnálom
wobei,ahol
kokain,kokain
strategie,stratégia
freundes,barátja
wolken,felhők
gräfin,grófnő
bruno,bruno
getreten,rúgott
cal,cal
pardon,Bocsánat
genosse,elvtárs
ungut,rossz
verteilen,terjeszteni
fuchs,róka
day,nap
organisiert,szervezett
bla,bla
up,fel
world,világ
east,keleti
löcher,lyukakat
aktiv,aktív
hunter,vadász
werfe,dobás
beantwortet,válaszolta
meist,többnyire
reis,rizs
hierhin,itt
scotch,skót
überfahren,elgázol
logisch,logikus
heather,hanga
französische,francia
bekannte,ismerős
episode,epizód
engagiert,elkötelezett
manipuliert,manipulált
zellen,sejteket
are,vannak
blake,blake
dienste,szolgáltatások
sodass,szóval azt
volkes,emberek
golf,golf
janet,Janet
schmeißen,dobás
grand,nagy
zurückgekehrt,visszatért
eröffnet,nyitott
summt,zúg
unterrichten,tanít
verschaffen,nyújtani
verlobte,elkötelezett
erfahrungen,tapasztalatokat
shit,szar
persönlichkeit,személyiség
gina,gina
streichen,törölni
offenen,nyitott
weisheit,bölcsesség
vergeht,elmúlik
beruhig,nyugodj meg
zielen,cél
fans,rajongók
wüsstest,tudtad
ashley,Ashley
schuldet,tartozik
erhöhen,növekedés
schönsten,legszebb
momente,pillanatok
adrian,adrian
kameraden,elvtársak
eingebrochen,betört
amüsiert,vidám
erwähnte,említett
mitch,mitch
premierminister,miniszterelnök
geringste,legkevésbé
übernachten,maradjon éjszakára
infiziert,fertőzött
goa,goa
dinner,vacsora
rieche,szag
kredit,hitel
allison,Allison
lake,tó
legal,jogi
merke,értesítés
jubel,éljenzés
klänge,hangokat
größeren,nagyobb
bewacht,őrzött
vietnam,Vietnam
lehren,tanít
chandler,Chandler
präsentieren,jelenlegi
nacken,nyak
auflegen,tegye le a telefont
vergangen,elmúlt
fangt,fogások
hühner,csirkék
hector,Hector
teal,böjti réce
sprengen,felrobbant
einsperren,bezárni
turner,tornász
zusammenhang,kapcsolat
wahrer,igazabb
joan,joan
marco,marco
breit,széles
pfeife,cső
treibst,hajtás
rannte,futott
beschuldigt,vádlott
set,készlet
verlegt,áthelyezték
überraschungen,meglepetéseket
orleans,Orleans
douglas,douglas
tauchen,merülés
verdanken,köszönet
nadel,tű
psst,psst
gelacht,nevetett
apfel,alma
behilflich,hasznos
dreckskerl,szemétláda
mitgefühl,együttérzés
wichtigsten,legfontosabb
krieges,háború
wehe,jaj
hope,remény
heirat,házasság
exakt,pontosan
widerstehen,ellenáll
höchst,maximális
zurückgelassen,hátrahagyott
gespürt,filc
methoden,mód
interessantes,érdekes
sau,koca
notaufnahme,ügyelet
verwandten,rokonai
jeffrey,Jeffrey
trinkgeld,tipp
ermitteln,határozzák meg
riechst,szag
beach,strand
sorte,fajta
kartoffeln,burgonya
bo,Bo
elefanten,elefántok
sichere,biztonságos
sämtliche,minden
gekündigt,kilép
vereinbarung,megállapodás
harmlos,ártalmatlan
weiber,nők
this,ez
dicken,vastag
rauskommt,kijön
old,régi
angestellten,alkalmazottak
datum,dátum
bezug,kapcsolat
kerzen,gyertyák
lawrence,Lawrence
marsch,március
benötigt,szükséges
ermittlung,meghatározás
lagen,világi
unbekannt,ismeretlen
gefressen,evett
brett,bizottság
manieren,modor
han,han
enthält,tartalmaz
anfing,elindult
kümmerst,gondoskodás
berühmte,híres
schwieriger,nehezebb
piloten,pilóták
scherze,vicceket
anfängt,kezdődik
läufst,futás
bekannten,ismert
rasen,verseny
empfehlen,ajánlani
härter,nehezebb
geweckt,felébredt
befördert,előléptették
reiter,lovas
empfinden,érezni
j,j
bereite,készít
täte,megtenné
benutzte,használt
halloween,Halloween
abgesagt,törölve
down,le-
quasi,szinte
kocht,szakácsok
reingekommen,bejött
hupen,dudál
hinunter,le-
vorüber,felett
ausdrücken,kifejezni
reese,reese
elliot,elliot
perfekten,tökéletes
folgte,követte
rebellen,lázadó
di,di
hauptsächlich,elsősorban
schuppen,fészer
braver,bátrabb
neill,Neil
zwanzig,húsz
berichtet,jelentették
einrichtung,lakberendezés
november,november
sensoren,érzékelők
korrigiert,javítva
houston,Houston
richie,richie
verdächtig,gyanús
legst,fel
aufgebracht,felborít
alternative,alternatív
experte,szakértő
ferne,távolság
prinzip,alapelv
holte,elhozták
richte,bíró
donald,Donald
weisen,megmutat
ozean,óceán
gelungen,sikerült
natalie,natalie
esther,észter
abschaum,hab
stevie,Steve
überwacht,figyelik
schwierige,nehéz
ausgedrückt,kifejezve
hastings,hastings
notruf,segélyhívás
riss,repedt
bremsen,fék
häufig,gyakran
aktivieren,aktiválni
lloyd,Lloyd
anstrengend,stresszes
antwortet,válaszol
ais,ais
verschwörung,összeesküvés
kellner,pincér
startet,elindul
franklin,Franklin
andermal,máskor
humphrey,Humphrey
evan,Evan
lkw,teherautó
erhält,kap
schmeißt,dobások
fürst,herceg
carson,carson
perry,Körtebor
küsse,csókok
gebet,ima
miranda,miranda
melancholische,mélabús
räume,szobák
riskiert,kockáztatva
verhindert,megakadályozta
ausrede,mentség
darling,Drágám
tüte,táska
manhattan,Manhattan
operiert,operált
unfassbar,hihetetlen
herrin,úrnő
hergestellt,gyártott
lila,lila
gerichtet,irányította
fordern,kereslet
fischen,halászat
kriminelle,bűnügyi
jenem,azt az egyet
verschafft,feltéve
dezember,december
anspruch,követelés
räuspert,megköszörüli a torkát
sid,sid
unsichtbar,láthatatlan
keith,keith
seth,Seth
ersetzt,lecserélték
ruby,rubin
handtuch,kéztörlő
yang,yang
dale,völgy
blödes,hülye
doof,néma
wertvoll,értékes
kardinal,bíboros
jefferson,Jefferson
kommunikation,kommunikáció
operieren,működik
problemen,problémákat
aliens,idegenek
cameron,Cameron
erik,erik
erkannte,felismerte
river,folyó
loszuwerden,megszabadulni
unnötig,szükségtelen
begleite,kísérni
analyse,elemzés
hochzeitstag,házassági évforduló
melodie,dallam
wehren,megvédeni
pablo,pablo
romantische,romantikus
zurückrufen,hívja vissza
rente,nyugdíj
zeremonie,ceremónia
platte,lemez
now,jelenleg
ersatz,helyettes
mütze,sapka
veränderungen,változásokat
zeugin,tanú
rührt,kavar
versichert,biztosított
teilt,részvényeket
russisch,orosz
wundervolle,csodálatos
willy,Willy
wiederhören,hallgasd újra
passagiere,utasok
diebe,tolvajok
guckst,Nézze
fließt,folyik
elend,szenvedés
andauernd,állandóan
nicky,nicky
ungeheuer,szörnyeteg
fit,illeszkedik
zeitverschwendung,időpocsékolás
ansicht,vélemény
gefährliche,veszélyes
bell,ugat
vierte,negyedik
verbrachte,költött
zentimeter,centiméter
trete,rúgás
politische,politikai
interessen,érdekeit
anlage,mellékletet
anderson,Anderson
autounfall,autóbaleset
gefangener,fogoly
aufstand,felállt
schafe,juh
absolute,abszolút
kontakte,kapcsolatokat
trip,utazás
notizen,jegyzetek
ausgegeben,kiadták
versorgt,szállított
gnaden,kegyelem
piraten,kalózok
eli,eli
stuart,stuart
sowohl,valamint
muskeln,izmok
unwahrscheinlich,valószínűtlen
steak,steak
japaner,japán
spritze,injekció
there,ott
fesseln,felkötni
umarmen,ölelés
loser,lazább
begleitet,kísért
früheren,előző
ally,szövetséges
wacht,felébred
morden,gyilkosság
eingefallen,történt
fox,róka
schneide,vágott
weiten,szélesíteni
times,alkalommal
musiker,zenész
reichweite,elérheti
hood,motorháztető
maya,Maya
handys,mobiltelefonok
öffentlichen,nyilvános
beleidigen,sértés
russischen,orosz
gabriel,Gabriel
glenn,Glenn
erschien,megjelent
romeo,Rómeó
wünsch,kíván
schach,sakk
explodieren,felrobban
kater,másnaposság
wundern,csoda
französischen,francia
thompson,thompson
habs,megvan
beeinflussen,befolyás
heult,üvöltözik
hinfahren,menj oda
bedingung,állapot
empfinde,érezni
top,tetejére
gemocht,tetszett
heran,megközelítés
stella,Stella
ärgern,bosszant
klingst,hangokat
konkurrenz,verseny
erfordert,megköveteli
mädchens,lányok
unsicher,bizonytalan
festung,erőd
runden,kerek
detektiv,nyomozó
pastor,lelkész
kratzer,karcolás
junges,fiatal
melissa,Méhfű
gruselig,hátborzongató
flugzeuge,repülőgépek
durchgeführt,végrehajtani
intelligenz,intelligencia
stieg,rózsa
zugestimmt,egyeztetett
mutti,anya
genieße,élvez
schützt,védi
rückzug,visszavonulás
konzentriert,sűrített
schäme,szégyen
reserviert,fenntartott
goldenen,aranysárga
bude,bude
metall,fém
kane,kane
jacques,Jacques
nüchtern,józan
absichten,szándékait
south,déli
handschuhe,kesztyűt
erschießt,lövés
arrangiert,elrendezve
verwundet,sebesült
debbie,Debbie
bates,bates
anfühlt,úgy érzi
drückt,megnyomja
absagen,törölni
behalt,tartsa
einiger,néhány
russische,orosz
beeindrucken,lenyűgözni
düstere,komor
geschäftlich,üzleti
egoistisch,egoista
mario,Mario
rocky,sziklás
ranch,tanya
pat,pat
gerücht,szóbeszéd
jen,jen
temperatur,hőmérséklet
weggenommen,elvitték
tickets,jegyeket
li,li
ablenken,elvonja a figyelmet
verletzung,sérülés
anwesend,jelenlegi
umlegen,hajtsd át
einfachen,egyszerű
gehorchen,engedelmeskedik
gemalt,festett
duncan,Duncan
räuber,rabló
adler,sas
süßigkeiten,édesség
lunge,tüdő
zurückziehen,visszavonulni
wyatt,wyatt
sonnenuntergang,napnyugta
oper,opera
agentur,ügynökség
kühe,tehenek
aufräumen,takarítani
krach,összeomlik
sharon,Sharon
ablehnen,hulladék
graham,Graham
pfeil,nyíl
unbekannte,ismeretlen
aussprechen,expressz
route,útvonal
emotional,érzelmileg
belästigen,zaklat
kälte,hideg
sektor,ágazat
blockiert,zárolt
öffentliche,nyilvános
schweden,Svédország
gates,kapuk
häuptling,fő
märz,március
nummern,számok
dar,képviseli
irrst,rossz
leite,útmutató
frosch,béka
vorübergehend,ideiglenes
büchern,könyveket
mick,mick
miese,tetves
anfangs,kezdetben
verwandt,összefüggő
gefährdet,veszélyeztetett
cola,kóla
falscher,pénzhamisító
kara,kara
verängstigt,megrémült
quellen,források
republik,köztársaság
f,f
us,minket
silber,ezüst
aß,evett
umschlag,boríték
freust,boldog
hinsicht,tiszteletben tartja
ereignis,esemény
beschissene,szarakat
vergraben,eltemették
gebunden,köteles
marion,Marion
ente,kacsa
gläser,szemüveg
kommentar,megjegyzés
doppelte,kettős
boris,Boris
sanfte,szemét
gibbs,gibbs
lola,lola
buck,bak
zivilisation,civilizáció
tiefen,mélységek
reicher,gazdagabb
verhaftung,letartóztatás
meldung,jelentés
bohnen,bab
pfeifen,síp
hall,terem
leon,Leon
raketen,rakéták
gutem,jó
versetzen,áthelyezni
ziege,kecske
löwe,oroszlán
cat,macska
central,központi
tötest,megöl
pierce,átszúrni
privatsphäre,magánélet
j.,j.
büßen,vezekel
kalten,hideg
eid,eskü
burschen,fiúk
zweit,második
unterscheiden,megkülönböztetni
gerechnet,számított
telegramm,távirat
sprecht,beszél
babysitter,bébiszitter
pfad,útvonal
getanzt,táncolt
mafia,maffia
verteidigt,védekezett
abschalten,kikapcsol
wellen,hullámok
besoffen,részeg
diensten,szolgáltatások
abschließen,teljes
angehalten,megállt
doyle,doyle
assistent,helyettes
ketten,láncok
reist,utazik
merkst,értesítés
bot,felajánlott
gwen,gwen
inwiefern,milyen mértékben
pille,tabletta
bock,vágy
korb,kosár
herrschaften,uralkodik
en,hu
bedauern,megbánás
angefasst,érintett
heißer,melegebb
aufrichtig,őszintén
conrad,conrad
versorgen,vigyázni
sperren,kizár
naiv,naiv
mauern,falaznak
hugo,hugo
erweisen,bizonyítani
zurücklassen,elhagy
samurai,szamuráj
hoffnungen,reméli
feststellen,értesítés
finch,pinty
mandanten,ügyfelek
quartier,szállás
philippe,philippe
neidisch,irigy
alicia,Alicia
chips,chips
zugelassen,jóváhagyott
weibliche,női
schlauer,okosabb
vorwürfe,vádakat
aushalten,elviselni
einschlafen,elalszik
transport,szállítás
laptop,laptop
arrangieren,intézkedjen
städte,városok
vorzustellen,bemutatni
unterm,alatta
flash,vaku
u-bahn,metró
status,állapot
bond,kötvény
stephanie,Stephanie
zweifellos,kétségtelenül
rückwärts,hátrafelé
chffff,chffff
skandal,botrány
angebracht,csatolt
pressen,sajtó
tschuldigung,sajnálom
papierkram,papírmunka
trat,lépett
gemeinschaft,közösség
instinkt,ösztön
flitterwochen,nászút
narbe,sebhely
kombination,kombináció
vorgesetzten,felettesei
ausprobieren,megpróbál
solcher,ilyen
sexuelle,szexuális
geliebter,szeretett
julien,julien
lauren,Lauren
ignoriert,figyelmen kívül hagyva
leslie,leslie
zogen,húzta
zahnarzt,fogorvos
gelitten,szenvedett
zutritt,hozzáférés
vergewaltigung,erőszak
drehe,forog
ertrage,elviselni
andern,változás
streich,csíny
kichert,kuncog
sternenflotte,Csillagflotta
kreaturen,lények
reif,érett
übermorgen,holnapután
dicker,vastagabb
got,kapott
nest,fészek
but,de
angerichtet,elrendezve
verklagen,perelni
helm,sisak
bingo,bingó
vergleichen,összehasonlítani
schweiz,Svájc
bemerken,értesítés
herbst,őszi
meredith,meredith
zurückholen,visszakeresni
nazis,nácik
stamm,törzs
auswahl,kiválasztás
braves,bátrak
sichergehen,játszd biztonságosan
antreten,versenyez
lester,lester
vorstand,bizottság
sdi,sdi
robbie,robbie
organisieren,szervez
tank,tartály
let,hagyja
besprechung,találkozó
studium,tanulmányok
gossip,pletyka
kreditkarte,hitelkártya
schwuchtel,köcsög
profil,profil
donner,mennydörgés
drake,Gácsér
schrecken,megijeszt
stall,istálló
saßen,ült
quitt,kilép
hotels,szállodák
respektiere,tisztelet
kandidaten,jelöltek
schulen,iskolák
crane,daru
geschäftsmann,üzletember
arnold,Arnold
läutet,gyűrűk
lachst,nevet
champion,bajnok
unverständlich,érthetetlen
ermorden,gyilkosság
betracht,figyelembe vett
schadet,árt
fester,szilárdabb
aah,aah
rühren,keverjük meg
geregelt,szabályozott
unterbrochen,megszakított
angesicht,arc
kriminellen,bűnözők
when,amikor
helena,Helena
einzelheiten,részletek
anlügen,hazudni
beschütze,védeni
stattfinden,történik
dads,apukák
fortschritt,előrehalad
gelingt,sikerül
feierabend,abbahagyási idő
feste,rögzített
burger,állampolgárok
spannend,izgalmas
deputy,helyettes
einnehmen,vesz
schalte,kapcsoló
passwort,jelszó
würstchen,kolbászok
mittlerweile,addig is
aufzugeben,feladni
führst,ólom
harper,Harper
zivilisten,civilek
ewige,örök
emotionen,érzelmek
beurteilen,bíró
käufer,vevő
stars,csillagok
erwachsenen,felnőttek
division,osztály
aufzunehmen,rögzíteni
booth,bódé
werft,hajógyár
ältere,idősebb
banken,bankok
kätzchen,cica
option,opció
heiratest,férjhez menni
rettete,mentve
aufstellen,felállítani
husten,köhögés
schublade,fiók
gestürzt,leesett
seattle,Seattle
ankommt,érkezik
befragt,megkérdőjelezték
buchstaben,leveleket
spielten,játszott
gestiegen,megnövekedett
abgefahren,elmúlt
gewaschen,mosott
anzunehmen,elfogadni
rob,rabolni
anzahl,szám
zombies,zombik
have,van
anhänger,utánfutó
gewisser,bizonyos
vorkommen,történik
festnehmen,letartóztatás
willow,fűzfa
medizinischen,orvosi
kern,mag
offene,nyitott
gefeiert,ünnepelt
anschließen,csatlakozni
rico,rico
clarke,Clarke
erfindung,találmány
besserer,jobb
autopsie,boncolás
rucksack,hátizsák
zwingt,erők
gnädige,kegyes
einsamkeit,magányosság
gesprungen,ugrott
t-shirt,póló
geopfert,feláldozott
lena,Lena
beiseite,félre
umgekehrt,viszont
geschworenen,zsűri
draussen,kívül
ausgesprochen,kifejezett
beseitigen,megszüntetni
burg,vár
ausführen,végrehajtani
gesperrt,zárolt
carla,carla
irrer,őrült
drehte,esztergált
ersparen,tartalék
force,erő
frech,szemtelen
einziehen,beköltözni
kira,Kira
hot,forró
genehmigung,engedély
tankstelle,benzinkút
versteckte,elbújt
interessanter,érdekesebb
schneider,szabó
gelb,sárga
et,et
gefährden,veszélyeztetni
handtasche,kézitáska
urteilen,bíró
erhöht,megnövekedett
preise,árakat
bumm,fellendülés
unbekannten,ismeretlen
gelten,alkalmazni
life,élet
butler,komornyik
möglichst,lehetséges
münze,érme
singe,énekel
saison,évad
andrea,Andrea
partnerin,partner
haltung,hozzáállás
vollidiot,komplett idióta
fasst,összegzi
winston,Winston
minus,mínusz
pflichten,kötelezettségeket
spar,megtakarítás
demselben,ugyanaz
ruhestand,nyugdíjazás
versteckst,elrejt
kai,Kai
bewachen,őr
oz,oz
vera,vera
anhörung,meghallgatás
lieder,dalokat
miguel,Miguel
dreckig,piszkos
verbreiten,terjedés
wei,fehér
sch,sh
carmen,carmen
first,első
schenke,ad
wölfe,farkasok
erholen,visszaszerez
bedenkt,fontolja meg
blutet,vérzik
freddie,freddie
beschweren,panaszkodik
schmeiß,dobás
gauner,gazember
verursachen,ok
elvis,Elvis
produkt,termék
cathy,Cathy
tafel,bizottság
kacke,tat
versammelt,összegyűjtött
sandra,sandra
regelmäßig,rendszeresen
geschrei,kiabálás
ruder,evezős
allah,Allah
vollen,tele
aktivitäten,tevékenységeket
wohnte,élt
kaninchen,nyúl
systeme,rendszerek
orange,narancs
platten,lemezeket
rex,rex
y,y
geliehen,kölcsönzött
befolgen,kövesse
belästigt,zaklatott
hongkong,Hong Kong
zombie,zombi
vorgeht,bevétel
heißes,forró
überprüfe,ellenőrzés
veröffentlicht,közzétett
erschieß,lő
mahlzeit,egy jót
offizielle,hivatalos
yorker,yorker
angie,angie
aufbrechen,feltörni
überlasse,szabadság
get,kap
kenntnis,tudás
beschissenen,szar
trevor,trevor
verbindet,összeköt
sanitäter,felcser
überraschend,meglepő
geantwortet,válaszolta
droht,fenyeget
italienisch,olasz
verhör,kihallgatás
größeres,nagyobb
klagen,panaszkodik
dichter,költő
großartiger,pompásabb
gratis,ingyenes
fürchtet,félelmek
abzuholen,felvenni
gefühlen,érzéseket
beschäftigen,elfoglalni
unglaubliche,hihetetlen
selbe,azonos
barnes,barnes
spürt,úgy érzi
funkgerät,rádió
abgegeben,szállított
laurel,babér
angemessen,megfelelő
ohnehin,különben is
chinesisch,kínai
orden,rendelés
angeheuert,bérelt
wählt,választja
lustige,vicces
abhängen,függ
vierten,negyedik
tanner,tímár
schläge,ütéseket
zögern,habozzon
bezeichnen,kijelöl
seltsames,furcsa
beruflich,szakmailag
un,ENSZ
bedeckt,fedett
anzufangen,kezdeni
geraucht,füstölt
töteten,megölték
begeben,beszállt
verständlich,érthető
pop,pop
merkte,észrevette
infektion,fertőzés
kitty,cica
entspricht,megfelel
winkel,szög
experten,szakértők
betten,ágyak
boxen,boksz
torte,torta
austausch,csere
aufregen,felizgat
vermuten,feltételezzük
geheimdienst,intelligencia
schlangen,kígyók
erholt,felépült
zach,Zach
überzeugend,meggyőző
prue,prue
genick,nyak
wuchs,növekedés
autorität,hatóság
schinken,sonka
wien,Bécs
langes,hosszú
sookie,sookie
zoey,zoey
fetten,zsír
hai,szia
binden,kötni
erpressung,zsarolás
derzeit,jelenleg
getäuscht,megtévesztve
buddy,haver
keines,egyik sem
sammlung,gyűjtemény
anruft,hívásokat
tauchte,merült
weist,pontokat
ergreifen,megragadni
frohes,boldog
hänge,lógni
bewohner,lakosok
entschied,határozott
supermarkt,szupermarket
offiziere,tisztek
verwandte,összefüggő
schwachkopf,idióta
antoine,antoine
irak,Irak
rangehen,válasz
naomi,Naomi
kündigen,kilép
geldes,pénz
dealer,kereskedő
könige,királyok
army,hadsereg
januar,január
agnes,Ágnes
priorität,prioritás
beförderung,szállítás
kranke,beteg
eifersucht,féltékenység
way,út
heutige,ma
sprang,ugrott
kürze,tömörség
polen,Lengyelország
erbärmlich,szánalmas
erfasst,rögzített
besonderer,különleges
good,jó
geräte,eszközöket
tanze,tánc
königliche,királyi
durchmachen,menjen át
dallas,Dallas
verschwendet,elpazarolt
kennedy,kennedy
uld,egységterhelési mód
alec,alec
akzeptiere,elfogadni
ausgeschaltet,le
ufer,folyópart
risiken,kockázatokat
schrie,– kiáltotta
beeinflusst,befolyásolta
hal,hal
aussiehst,nézed
ausgebildet,kiképzett
bezirk,kerület
herrje,jesszusom
beauftragt,megbízott
geschützt,védett
abgeschnitten,levágni
qualität,minőség
henker,hóhér
ausgezogen,kihúzta
versichern,biztosítsa
gewinnst,nyersz
navy,haditengerészet
schmidt,Schmidt
beschloss,határozott
batman,denevérember
sun,nap
kapierst,kapd meg
scheibe,lemez
veronica,veronika
rosie,rosie
pedro,pedro
konferenz,konferencia
länder,országokban
flecken,foltok
fur,számára
neal,neal
sonnenaufgang,napkelte
reed,nád
braun,barna
diagnose,diagnózis
paranoid,paranoid
weltraum,tér
adams,Adams
vorbild,példa
halle,terem
wandern,túra
fisher,halász
frost,fagy
gehandelt,kereskednek
hawaii,Hawaii
kabine,kabin
chefin,főnök
porter,hordár
römer,római
weinst,síró
bäumen,fák
simpson,simpson
datenbank,adatbázis
suchten,kerestek
gesegnet,áldott
teilnehmen,részt vesz
umbringt,megöl
claude,Claude
blonde,szőke
bunker,bunker
mieser,tetves
löffel,kanál
geteilt,megosztott
klaren,tisztázni
bree,bree
abhängig,függő
überlebenden,túlélők
worf,worf
geeignet,alkalmas
hindern,megakadályozni
fahrstuhl,lift
ausgeht,kimegy
mylady,hölgyem
flagge,zászló
komplette,teljes
hing,lógott
italiener,olasz
disziplin,fegyelem
erzogen,művelt
harvard,Harvard
kongress,Kongresszus
eingezogen,visszavont
kurzer,rövidebb
schirm,képernyő
merlin,kis sólyom
charme,báj
vorlesen,felolvasni
gefährlicher,veszélyesebb
mitfahren,lovagolni
maurice,maurice
anzeigen,megmutat
d.,d.
schieb,nyomja
empfindlich,érzékeny
parken,park
koche,szakács
gestrichen,törölve
berühmten,híres
manchen,néhány
klopf,kopogás
zorro,Zoro
reichlich,bőven
lügnerin,hazug
mode,divat
songs,dalokat
breche,szünet
ausgeraubt,kirabolták
hahn,csap
wußte,tudta
krachen,összeomlik
spürte,filc
versammlung,találkozó
folter,kínzás
speck,szalonna
bedrohliche,fenyegető
piept,sípol
verbreitet,terjedés
nolan,nolan
tore,célokat
t.,t.
vorräte,kellékek
saal,szoba
wirtschaft,üzleti
fremd,külföldi
mehrmals,többször is
generationen,generációk
coole,menők
kaufst,vétel
abbrechen,törölni
seife,szappan
herde,csorda
zwerg,törpe
brandon,Brandon
z.b.,például
neffen,unokaöcs
festgehalten,tartott
ablenkung,eltérítés
totale,teljes
herrscher,uralkodó
überstehen,túlélni
sprengstoff,robbanó
mikey,Mikey
erdbeben,földrengés
level,szint
australien,Ausztrália
figuren,figurák
älteren,idősebb
lynn,lynn
po,po
theo,theo
spinnt,őrült
gleichgewicht,egyensúly
schalter,kapcsoló
kumpels,haverok
zuneigung,szeretet
rollstuhl,tolószék
bienen,méhek
mischen,keverék
hauptstadt,főváros
koks,koksz
piepen,sípol
langem,hosszú
umsehen,nézz körül
gelegen,található
em,em
banditen,banditák
hasste,gyűlölt
getestet,tesztelve
camille,camille
brody,brody
dosis,dózis
glaubten,hitte
somit,így
ernähren,takarmány
hacken,szelet
kammer,kamra
lenny,lenny
roll,tekercs
bezaubernd,varázslatos
wiederholt,megismételt
zueinander,egymásnak
tattoo,tetoválás
melanie,Melanie
einschließlich,beleértve
randall,randall
finsternis,sötétség
wallace,Wallace
betrachte,fontolja meg
schmerzt,fáj
gelehrt,tanította
gewechselt,megváltozott
menschliches,emberi
redete,beszélt
frühen,korai
voyager,utazó
caleb,Caleb
entdeckte,felfedezték
wirkte,dolgozott
versprichst,ígéret
scheine,látszik
